Region,District,Local Government,Locality,Postcode,SA1,Electors,LG Sort Name,
Mining and Pastoral,Kalgoorlie,Shire of Menzies,Kookynie,6431,5128301,28,Menzies,
Mining and Pastoral,Kalgoorlie,Shire of Menzies,Menzies,6436,5128301,56,Menzies,
Mining and Pastoral,Kalgoorlie,Shire of Menzies,Ularring,6436,5128301,1,Menzies,
Mining and Pastoral,Kalgoorlie,Shire of Menzies,Yarri,6431,5128301,1,Menzies,
Mining and Pastoral,Kalgoorlie,Shire of Laverton,Bandya,6440,5128302,23,Laverton,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Gibson Desert South,872,5128302,44,Ngaanyatjarraku,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Ngaanyatjarra-Giles,872,5128302,40,Ngaanyatjarraku,
Mining and Pastoral,Kalgoorlie,Shire of Leonora,Leonora,6438,5128303,238,Leonora,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Ngaanyatjarra-Giles,872,5128304,81,Ngaanyatjarraku,
Mining and Pastoral,Kalgoorlie,Shire of Laverton,Laverton,6440,5128305,156,Laverton,
Mining and Pastoral,Kalgoorlie,Shire of Laverton,Laverton,6440,5128306,7,Laverton,
Mining and Pastoral,Kalgoorlie,Shire of Leonora,Leinster,6437,5128307,40,Leonora,
Mining and Pastoral,Kalgoorlie,Shire of Leonora,Lake Darlot,6438,5128308,8,Leonora,
Mining and Pastoral,Kalgoorlie,Shire of Leonora,Leinster,6437,5128308,28,Leonora,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Warburton,6431,5128309,270,Ngaanyatjarraku,
Mining and Pastoral,Kalgoorlie,Shire of Leonora,Leinster,6437,5128310,76,Leonora,
Mining and Pastoral,Kalgoorlie,Shire of Leonora,Leonora,6438,5128311,42,Leonora,
Mining and Pastoral,Kalgoorlie,Shire of Laverton,Laverton,6440,5128312,27,Laverton,
Mining and Pastoral,Kalgoorlie,Shire of Menzies,Plumridge Lakes,6431,5128313,101,Menzies,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Ngaanyatjarra-Giles,872,5128314,74,Ngaanyatjarraku,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Ngaanyatjarra-Giles,872,5128315,72,Ngaanyatjarraku,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Ngaanyatjarra-Giles,872,5128316,76,Ngaanyatjarraku,
Mining and Pastoral,North West Central,Shire of Ngaanyatjarraku,Ngaanyatjarra-Giles,872,5128317,44,Ngaanyatjarraku,
Mining and Pastoral,Kalgoorlie,Shire of Laverton,Cosmo Newbery,6440,5128318,39,Laverton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128501,2,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wonthella,6530,5128501,205,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beresford,6530,5128502,355,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wonthella,6530,5128503,4,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wonthella,6530,5128504,292,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128505,244,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,West End,6530,5128505,60,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Spalding,6530,5128506,205,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128507,325,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beresford,6530,5128508,325,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beresford,6530,5128509,367,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beachlands,6530,5128510,261,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128511,330,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beachlands,6530,5128512,283,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128512,4,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Bluff Point,6530,5128513,147,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128514,318,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Webberton,6530,5128515,107,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128516,151,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beresford,6530,5128517,30,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Bluff Point,6530,5128517,391,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Spalding,6530,5128518,186,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128519,176,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beachlands,6530,5128520,286,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Spalding,6530,5128521,247,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wonthella,6530,5128522,2,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wonthella,6530,5128523,378,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Beachlands,6530,5128524,186,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,West End,6530,5128525,342,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Bluff Point,6530,5128526,419,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128527,335,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wonthella,6530,5128528,176,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Spalding,6530,5128529,280,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wonthella,6530,5128530,198,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Spalding,6530,5128531,241,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Geraldton,6530,5128532,261,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Spalding,6530,5128533,247,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Woorree,6530,5128601,343,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Rangeway,6530,5128602,319,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Utakarra,6530,5128603,487,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Woorree,6530,5128603,1,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Strathalbyn,6530,5128604,326,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Woorree,6530,5128605,275,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Utakarra,6530,5128606,322,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Rangeway,6530,5128607,263,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Rangeway,6530,5128608,175,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Deepdale,6532,5128609,621,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Moonyoonooka,6532,5128609,27,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Karloo,6530,5128610,372,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Rangeway,6530,5128611,172,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Utakarra,6530,5128612,137,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Karloo,6530,5128613,5,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Meru,6530,5128613,27,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Narngulu,6532,5128613,40,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Rudds Gully,6532,5128613,126,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Strathalbyn,6530,5128614,362,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Rangeway,6530,5128615,183,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Woorree,6530,5128616,370,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Rangeway,6530,5128617,216,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Strathalbyn,6530,5128618,182,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Sunset Beach,6530,5128701,478,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Moresby,6530,5128702,359,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Glenfield,6532,5128703,237,Greater Geraldton,
Agricultural,Moore,Shire of Chapman Valley,Buller,6532,5128704,102,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,Oakajee,6532,5128704,1,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,White Peak,6532,5128704,305,Chapman Valley,
Agricultural,Geraldton,City of Greater Geraldton,Drummond Cove,6532,5128705,280,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Waggrakine,6530,5128706,225,Greater Geraldton,
Agricultural,Moore,Shire of Chapman Valley,Waggrakine,6530,5128706,36,Chapman Valley,
Agricultural,Geraldton,City of Greater Geraldton,Drummond Cove,6532,5128707,331,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Waggrakine,6530,5128708,270,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Sunset Beach,6530,5128709,265,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Glenfield,6532,5128710,118,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Drummond Cove,6532,5128711,394,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Sunset Beach,6530,5128712,254,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Waggrakine,6530,5128713,400,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Waggrakine,6530,5128714,245,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Waggrakine,6530,5128715,262,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Glenfield,6532,5128716,136,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Waggrakine,6530,5128717,172,Greater Geraldton,
Agricultural,Moore,Shire of Chapman Valley,Waggrakine,6530,5128717,66,Chapman Valley,
Agricultural,Geraldton,City of Greater Geraldton,Moresby,6530,5128718,290,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mt Tarcoola,6530,5128801,296,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wandina,6530,5128802,304,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Tarcoola Beach,6530,5128803,254,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wandina,6530,5128804,330,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mt Tarcoola,6530,5128805,348,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wandina,6530,5128806,361,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Cape Burney,6532,5128807,398,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mahomets Flats,6530,5128808,302,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Tarcoola Beach,6530,5128809,383,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wandina,6530,5128810,795,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wandina,6530,5128811,211,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mt Tarcoola,6530,5128812,216,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wandina,6530,5128813,268,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mt Tarcoola,6530,5128814,380,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Wandina,6530,5128815,345,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mt Tarcoola,6530,5128816,315,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Tarcoola Beach,6530,5128817,363,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mahomets Flats,6530,5128818,281,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mt Tarcoola,6530,5128819,293,Greater Geraldton,
Agricultural,Geraldton,City of Greater Geraldton,Mt Tarcoola,6530,5128820,171,Greater Geraldton,
Agricultural,Moore,Shire of Irwin,Dongara,6525,5128902,326,Irwin,
Agricultural,Moore,Shire of Irwin,Port Denison,6525,5128903,433,Irwin,
Agricultural,Moore,Shire of Irwin,Dongara,6525,5128904,225,Irwin,
Agricultural,Moore,Shire of Irwin,Dongara,6525,5128905,123,Irwin,
Agricultural,Moore,Shire of Irwin,Allanooka,6525,5128906,15,Irwin,
Agricultural,Moore,Shire of Irwin,Bonniefield,6525,5128906,115,Irwin,
Agricultural,Moore,Shire of Irwin,Bookara,6525,5128906,76,Irwin,
Agricultural,Moore,Shire of Irwin,Irwin,6525,5128906,47,Irwin,
Agricultural,Moore,Shire of Irwin,Mt Horner,6525,5128906,24,Irwin,
Agricultural,Moore,Shire of Irwin,Yardarino,6525,5128906,2,Irwin,
Agricultural,Moore,Shire of Irwin,Arrowsmith,6525,5128907,6,Irwin,
Agricultural,Moore,Shire of Irwin,Dongara,6525,5128907,4,Irwin,
Agricultural,Moore,Shire of Irwin,Milo,6525,5128907,10,Irwin,
Agricultural,Moore,Shire of Irwin,Mt Adams,6525,5128907,5,Irwin,
Agricultural,Moore,Shire of Irwin,Port Denison,6525,5128907,4,Irwin,
Agricultural,Moore,Shire of Irwin,Springfield,6525,5128907,164,Irwin,
Agricultural,Moore,Shire of Irwin,Yardarino,6525,5128907,37,Irwin,
Agricultural,Moore,Shire of Irwin,Port Denison,6525,5128908,399,Irwin,
Agricultural,Moore,Shire of Irwin,Port Denison,6525,5128909,260,Irwin,
Agricultural,Moore,Shire of Irwin,Dongara,6525,5128910,354,Irwin,
Mining and Pastoral,North West Central,Shire of Meekatharra,Meekatharra,6642,5129001,143,Meekatharra,
Mining and Pastoral,North West Central,Shire of Mount Magnet,Mt Magnet,6638,5129002,184,Mount Magnet,
Mining and Pastoral,North West Central,Shire of Sandstone,Sandstone,6639,5129003,57,Sandstone,
Mining and Pastoral,North West Central,Shire of Wiluna,Lake Carnegie,6646,5129004,9,Wiluna,
Mining and Pastoral,North West Central,Shire of Wiluna,Little Sandy Desert,6646,5129004,3,Wiluna,
Mining and Pastoral,North West Central,Shire of Wiluna,Wiluna,6646,5129004,47,Wiluna,
Mining and Pastoral,North West Central,Shire of Wiluna,Wiluna,6646,5129005,95,Wiluna,
Mining and Pastoral,North West Central,Shire of Yalgoo,Paynes Find,6612,5129006,24,Yalgoo,
Mining and Pastoral,North West Central,Shire of Yalgoo,Yalgoo,6635,5129006,80,Yalgoo,
Mining and Pastoral,North West Central,Shire of Cue,Lake Austin,6640,5129007,6,Cue,
Mining and Pastoral,North West Central,Shire of Cue,Reedy,6640,5129007,4,Cue,
Mining and Pastoral,North West Central,Shire of Cue,Weld Range,6640,5129007,3,Cue,
Mining and Pastoral,North West Central,Shire of Cue,Cue,6640,5129008,100,Cue,
Mining and Pastoral,North West Central,Shire of Meekatharra,Angelo River,6642,5129009,3,Meekatharra,
Mining and Pastoral,North West Central,Shire of Meekatharra,Capricorn,6642,5129009,15,Meekatharra,
Mining and Pastoral,North West Central,Shire of Meekatharra,Gascoyne River,6705,5129009,10,Meekatharra,
Mining and Pastoral,North West Central,Shire of Meekatharra,Kumarina,6642,5129009,6,Meekatharra,
Mining and Pastoral,North West Central,Shire of Meekatharra,Meekatharra,6642,5129009,21,Meekatharra,
Mining and Pastoral,North West Central,Shire of Meekatharra,Peak Hill,6642,5129009,23,Meekatharra,
Mining and Pastoral,North West Central,Shire of Meekatharra,Meekatharra,6642,5129010,81,Meekatharra,
Mining and Pastoral,North West Central,Shire of Murchison,East Murchison,6640,5129011,6,Murchison,
Mining and Pastoral,North West Central,Shire of Murchison,Murchison,6630,5129011,32,Murchison,
Mining and Pastoral,North West Central,Shire of Murchison,South Murchison,6635,5129011,27,Murchison,
Mining and Pastoral,North West Central,Shire of Murchison,Woolgorong,6630,5129011,8,Murchison,
Mining and Pastoral,North West Central,Shire of Wiluna,Wiluna,6646,5129012,27,Wiluna,
Mining and Pastoral,North West Central,Shire of Meekatharra,Karalundi,6705,5129013,8,Meekatharra,
Mining and Pastoral,North West Central,Shire of Mount Magnet,Cooladar Hill,6638,5129014,7,Mount Magnet,
Mining and Pastoral,North West Central,Shire of Mount Magnet,Daggar Hills,6638,5129014,19,Mount Magnet,
Mining and Pastoral,North West Central,Shire of Mount Magnet,Mt Magnet,6638,5129014,1,Mount Magnet,
Mining and Pastoral,North West Central,Shire of Mount Magnet,Paynesville,6638,5129014,5,Mount Magnet,
Agricultural,Moore,Shire of Perenjori,Rothsay,6620,5129101,6,Perenjori,
Agricultural,Moore,Shire of Perenjori,Bowgada,6623,5129102,29,Perenjori,
Agricultural,Moore,Shire of Perenjori,Bunjil,6623,5129102,47,Perenjori,
Agricultural,Moore,Shire of Perenjori,Latham,6616,5129102,39,Perenjori,
Agricultural,Moore,Shire of Perenjori,Maya,6614,5129102,21,Perenjori,
Agricultural,Moore,Shire of Perenjori,Perenjori,6620,5129102,54,Perenjori,
Agricultural,Moore,Shire of Carnamah,Eneabba,6518,5129103,70,Carnamah,
Agricultural,Moore,Shire of Carnamah,Carnamah,6517,5129104,182,Carnamah,
Agricultural,Moore,Shire of Three Springs,Three Springs,6519,5129105,179,Three Springs,
Agricultural,Moore,Shire of Mingenew,Mingenew,6522,5129106,162,Mingenew,
Agricultural,Moore,Shire of Carnamah,Carnamah,6517,5129107,82,Carnamah,
Agricultural,Moore,Shire of Carnamah,Eneabba,6518,5129107,31,Carnamah,
Agricultural,Moore,Shire of Morawa,Morawa,6623,5129108,168,Morawa,
Agricultural,Moore,Shire of Three Springs,Arrino,6519,5129109,26,Three Springs,
Agricultural,Moore,Shire of Three Springs,Arrowsmith East,6519,5129109,35,Three Springs,
Agricultural,Moore,Shire of Three Springs,Dudawa,6519,5129109,27,Three Springs,
Agricultural,Moore,Shire of Three Springs,Kadathinni,6519,5129109,22,Three Springs,
Agricultural,Moore,Shire of Three Springs,Three Springs,6519,5129109,3,Three Springs,
Agricultural,Moore,Shire of Three Springs,Womarden,6519,5129109,27,Three Springs,
Agricultural,Moore,Shire of Morawa,Canna,6627,5129110,28,Morawa,
Agricultural,Moore,Shire of Morawa,Gutha,6623,5129110,27,Morawa,
Agricultural,Moore,Shire of Morawa,Koolanooka,6623,5129110,17,Morawa,
Agricultural,Moore,Shire of Morawa,Merkanooka,6625,5129110,36,Morawa,
Agricultural,Moore,Shire of Morawa,Morawa,6623,5129110,16,Morawa,
Agricultural,Moore,Shire of Morawa,Pintharuka,6623,5129110,17,Morawa,
Agricultural,Moore,Shire of Coorow,Coorow,6515,5129111,23,Coorow,
Agricultural,Moore,Shire of Coorow,Eganu,6515,5129111,35,Coorow,
Agricultural,Moore,Shire of Coorow,Gunyidi,6513,5129111,27,Coorow,
Agricultural,Moore,Shire of Coorow,Marchagee,6515,5129111,27,Coorow,
Agricultural,Moore,Shire of Coorow,Waddy Forest,6515,5129111,27,Coorow,
Agricultural,Moore,Shire of Coorow,Warradarge,6518,5129111,58,Coorow,
Agricultural,Moore,Shire of Perenjori,Perenjori,6620,5129112,94,Perenjori,
Agricultural,Moore,Shire of Coorow,Coorow,6515,5129113,91,Coorow,
Agricultural,Moore,Shire of Coorow,Green Head,6514,5129114,226,Coorow,
Agricultural,Moore,Shire of Coorow,Leeman,6514,5129115,210,Coorow,
Agricultural,Moore,Shire of Morawa,Morawa,6623,5129116,90,Morawa,
Agricultural,Moore,Shire of Mingenew,Bundanoon,6522,5129117,11,Mingenew,
Agricultural,Moore,Shire of Mingenew,Holmwood,6522,5129117,15,Mingenew,
Agricultural,Moore,Shire of Mingenew,Ikewa,6522,5129117,11,Mingenew,
Agricultural,Moore,Shire of Mingenew,Lockier,6522,5129117,13,Mingenew,
Agricultural,Moore,Shire of Mingenew,Mingenew,6522,5129117,9,Mingenew,
Agricultural,Moore,Shire of Mingenew,Mooriary,6522,5129117,6,Mingenew,
Agricultural,Moore,Shire of Mingenew,Mt Budd,6522,5129117,12,Mingenew,
Agricultural,Moore,Shire of Mingenew,Nangetty,6522,5129117,12,Mingenew,
Agricultural,Moore,Shire of Mingenew,Yandanooka,6522,5129117,22,Mingenew,
Agricultural,Moore,Shire of Mingenew,Yarragadee,6522,5129117,14,Mingenew,
Agricultural,Moore,City of Greater Geraldton,Mullewa,6630,5129202,18,Greater Geraldton,
Agricultural,Moore,City of Greater Geraldton,Nunierra,6630,5129202,12,Greater Geraldton,
Agricultural,Moore,City of Greater Geraldton,Pindar,6631,5129202,24,Greater Geraldton,
Agricultural,Moore,Shire of Chapman Valley,Dartmoor,6532,5129203,6,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,Dindiloa,6532,5129203,4,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,East Nabawa,6532,5129203,7,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,East Yuna,6532,5129203,28,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,Hickety,6532,5129203,5,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,Nabawa,6532,5129203,81,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,Naraling,6532,5129203,15,Chapman Valley,
Agricultural,Moore,Shire of Chapman Valley,Nolba,6532,5129203,10,Chapman Valley,
